,School,Major,Batch,Sem1_courses,Sem1_grades,Sem2_courses,Sem2_grades,Sem3_courses,Sem3_grades,Sem4_courses,Sem4_grades,Sem5_courses,Sem5_grades,Sem6_courses,Sem6_grades,Sem7_courses,Sem7_grades,Sem8_courses,Sem8_grades
96,School of Engineering,ECE,2015,[],[],[],[],"["" 'DES101'"", "" 'CSD207'""]","["" 'A-'"", "" 'B-'""]","["" 'DES111'""]","["" 'B'""]","["" 'DES131'""]","["" 'A-'""]","["" 'DES121'""]","["" 'A-'""]",,,,
97,School of Engineering,ECE,2015,[],[],[],[],"[""'CSD205'""]","[""'B'""]","["" 'CSD202'""]","["" 'B-'""]","[""'FAC203'""]","[""'B-'""]","["" 'OHM401'"", "" 'ISM101'""]","["" 'B'"", "" 'B'""]",,,,
98,School of Natural Sciences,MAT,2015,"[""'ECO101'""]","[""'A-'""]","[""'ECO102'""]","[""'A-'""]","["" 'ECO301'""]","["" 'A'""]","[""'ECO422'""]","[""'A'""]","["" 'ECO203'""]","["" 'A'""]","[""'ECO221'""]","[""'A'""]",,,,
99,School of Engineering,MED,2015,"[""'MAT201'""]","[""'C-'""]","[""'PHY102'""]","[""'B-'""]",[],[],[],[],"["" 'ADP310'"", "" 'CED405'""]","["" 'B'"", "" 'A-'""]","["" 'OHM401'"", "" 'CED308'""]","["" 'B'"", "" 'A-'""]",,,,
100,School of Engineering,CHD,2015,[],[],[],[],[],[],"["" 'HIS104'""]","["" 'B-'""]","["" 'ECO101'"", "" 'HIS201'""]","["" 'C'"", "" 'B-'""]",[],[],,,,
101,School of Engineering,CSD,2015,[],[],[],[],"["" 'ECO101'""]","["" 'B-'""]","[""'ECO102'""]","[""'B'""]","[""'ECO301'""]","[""'B'""]","[""'OHM403'"", "" 'ECO221'""]","[""'A'"", "" 'B'""]",,,,
102,School of Engineering,MED,2015,"[""'MAT201'""]","[""'F'""]","[""'PHY102'""]","[""'C'""]","[""'MAT201'""]","[""'B'""]",[],[],"[""'CED308'"", "" 'CED315'""]","[""'C'"", "" 'B-'""]","[""'PHY207'""]","[""'B'""]","[""'HIS104'""]","[""'F'""]",,
103,School of Engineering,MED,2015,"[""'MAT201'""]","[""'B'""]","["" 'PHY102'""]","["" 'B'""]","[""'ECO101'""]","[""'B'""]","["" 'ECO102'""]","["" 'A-'""]","["" 'ECO301'""]","["" 'B'""]","[""'ECO327'""]","[""'A-'""]",,,,
104,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C'""]","["" 'PHY102'""]","["" 'C'""]",[],[],"["" 'CSD201'""]","["" 'C'""]","["" 'OHM401'""]","["" 'A-'""]","["" 'CED308'"", "" 'ECO101'""]","["" 'A'"", "" 'B-'""]",,,,
105,School of Humanities & Soc Sci,ENG,2015,[],[],[],[],[],[],,,,,,,,,,
106,School of Natural Sciences,BIO,2015,[],[],"["" 'CHY211'""]","["" 'B-'""]","["" 'CHY213'""]","["" 'B'""]","["" 'CHY221'""]","["" 'B'""]","["" 'CHY352'""]","["" 'B-'""]",,,,,,
107,School of Engineering,ECE,2015,[],[],[],[],"["" 'CSD205'""]","["" 'C'""]",[],[],"[""'IRG206'""]","[""'C'""]","[""'OHM401'""]","[""'B'""]",,,,
108,School of Engineering,CSD,2015,"["" 'ECO101'""]","["" 'D'""]","["" 'ENG109'""]","["" 'A-'""]",,,,,,,,,,,,
109,School of Engineering,ECE,2015,[],[],[],[],[],[],"[""'MEC102'""]","[""'B'""]","[""'CED206'"", "" 'HIS201'""]","[""'B'"", "" 'C'""]","[""'IRG203'"", "" 'MKT401'""]","[""'B'"", "" 'A-'""]",,,,
110,School of Engineering,ECE,2015,[],[],[],[],"["" 'CSD207'""]","["" 'A-'""]",[],[],"["" 'CED206'""]","["" 'A-'""]","["" 'ECO101'""]","["" 'C-'""]",,,,
111,School of Humanities & Soc Sci,ECO,2015,[],[],"[""'MKT201'""]","[""'C-'""]","["" 'CSD101'""]","["" 'B-'""]","["" 'COM193'"", "" 'OHM203'""]","["" 'B'"", "" 'B-'""]","[""'MAT390'""]","[""'C'""]","[""'OHM401'"", "" 'MGT102'""]","[""'B-'"", "" 'B-'""]",,,,
112,School of Engineering,CSD,2015,[],[],[],[],[],[],"[""'MKT201'""]","[""'B'""]",[],[],"[""'OHM403'"", "" 'DOM401'""]","[""'A'"", "" 'B'""]",,,,
113,School of Engineering,ECE,2015,[],[],[],[],[],[],[],[],"["" 'HIS102'""]","["" 'B'""]","[""'HIS206'"", "" 'HIS209'""]","[""'C'"", "" 'B-'""]",,,,
114,School of Engineering,CHD,2015,[],[],[],[],"["" 'ECO101'""]","["" 'B'""]","["" 'ECO102'""]","["" 'A'""]","[""'ADP112'"", "" 'ECO354'"", "" 'ECO301'""]","[""'A-'"", "" 'A-'"", "" 'A'""]","[""'ECO221'""]","[""'A'""]",,,,
115,School of Engineering,CSD,2015,[],[],[],[],"["" 'ECO101'""]","["" 'B'""]","["" 'ECO102'""]","["" 'B-'""]","["" 'ECO203'"", "" 'ECO301'""]","["" 'B'"", "" 'B'""]","[""'ECO221'""]","[""'B-'""]",,,,
116,School of Engineering,CSD,2015,[],[],[],[],[],[],[],[],,,,,,,,
117,School of Engineering,MED,2015,"[""'MAT201'""]","[""'C-'""]","[""'PHY102'""]","[""'D'""]",[],[],"["" 'ENG216'"", "" 'CED315'"", "" 'CED308'"", "" 'CED307'""]","["" 'B-'"", "" 'B-'"", "" 'C'"", "" 'B'""]",,,,,,,,
118,School of Humanities & Soc Sci,ECO,2015,[],[],"["" 'STM203'"", "" 'DOM102'""]","["" 'A-'"", "" 'B-'""]","["" 'OHM103'""]","["" 'A'""]","["" 'IRG101'"", "" 'IRG102'""]","["" 'A-'"", "" 'A-'""]","[""'STM103'"", "" 'OHM401'"", "" 'IRG107'""]","[""'A-'"", "" 'A-'"", "" 'A'""]","[""'MAT102'"", "" 'MEC401'"", "" 'CSD101'"", "" 'FAC202'""]","[""'AP'"", "" 'A'"", "" 'B'"", "" 'B'""]",,,,
119,School of Engineering,ECE,2015,[],[],[],[],[],[],[],[],"[""'CED206'"", "" 'OHM401'""]","[""'B'"", "" 'B'""]",,,,,,
120,School of Natural Sciences,BIO,2015,[],[],"["" 'CHY211'""]","["" 'C'""]","[""'CHY213'""]","[""'B'""]","["" 'CHY221'""]","["" 'B'""]","[""'CHY352'""]","[""'B'""]",,,,,,
121,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'D'""]","[""'PHY102'""]","[""'F'""]","[""'MAT201'""]","[""'B'""]",[],[],"[""'PHY102'"", "" 'CED315'""]","[""'D'"", "" 'B-'""]",[],[],[],[],,
122,School of Engineering,MED,2015,"[""'MAT201'""]","[""'A'""]","["" 'PHY102'""]","["" 'A'""]","["" 'CSD201'""]","["" 'A'""]","[""'COM193'""]","[""'A'""]","[""'COM199'""]","[""'A'""]","[""'COM196'"", "" 'ENG444'""]","[""'A-'"", "" 'A'""]",,,,
123,School of Engineering,ECE,2015,[],[],[],[],"["" 'CSD205'""]","["" 'B-'""]","["" 'CSD202'""]","["" 'C-'""]","[""'BDA655'""]","[""'A-'""]","["" 'MAT160'""]","["" 'C'""]",,,,
124,School of Engineering,CED,2015,[],[],"[""'SOC214'""]","[""'A-'""]",[],[],"["" 'HIS320'""]","["" 'AP'""]",,,,,,,,
125,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'D'""]","[""'PHY102'""]","[""'C-'""]","["" 'COM193'""]","["" 'B'""]","["" 'COM198'""]","["" 'A'""]","[""'COM199'""]","[""'A'""]","[""'ENG446'""]","[""'A-'""]",,,,
126,School of Engineering,CHD,2015,[],[],[],[],"[""'ECO101'""]","[""'B'""]","["" 'ECO102'""]","["" 'A-'""]","[""'ECO301'"", "" 'CHY120'"", "" 'ECO354'""]","[""'A-'"", "" 'A'"", "" 'A-'""]","[""'ECO221'""]","[""'B'""]",,,,
127,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'A-'""]","[""'PHY102'""]","[""'B'""]","["" 'EED201'""]","["" 'B-'""]","[""'MAT430'""]","[""'A-'""]","["" 'PHY207'""]","["" 'B'""]","[""'CED307'""]","[""'A-'""]",,,,
128,School of Natural Sciences,MAT,2015,"["" 'ENG104'""]","["" 'B'""]",[],[],"[""'ENG110'""]","[""'A-'""]",[],[],"[""'IRG106'"", "" 'IRG107'"", "" 'ENG241'""]","[""'W'"", "" 'W'"", "" 'W'""]","[""'HIS104'"", "" 'IRG204'""]","[""'B'"", "" 'A-'""]",,,,
129,School of Engineering,ECE,2015,[],[],[],[],"[""'STM302'"", "" 'OHM103'""]","[""'A-'"", "" 'A'""]","["" 'MEC102'""]","["" 'A-'""]","[""'FAC203'""]","[""'B-'""]","[""'ISM101'"", "" 'DOM401'""]","[""'A'"", "" 'A-'""]",,,,
130,School of Natural Sciences,PHY,2015,[],[],[],[],"[""'MAT260'"", "" 'SOC114'""]","[""'D'"", "" 'A-'""]","["" 'MAT430'""]","["" 'C'""]",[],[],"["" 'MAT442'"", "" 'MAT284'""]","["" 'C'"", "" 'C'""]",,,,
131,School of Engineering,ECE,2015,[],[],[],[],"["" 'CSD205'""]","["" 'A-'""]","["" 'CSD202'""]","["" 'B-'""]","["" 'BDA655'""]","["" 'A'""]","[""'MAT160'""]","[""'A'""]",,,,
132,School of Engineering,CSD,2015,[],[],[],[],"["" 'ECO101'""]","["" 'C'""]","[""'ENG112'""]","[""'A-'""]","["" 'MAT386'"", "" 'ENG241'""]","["" 'A'"", "" 'B'""]",[],[],,,,
133,School of Engineering,ECE,2015,[],[],[],[],"[""'DES101'""]","[""'A-'""]","["" 'DES111'""]","["" 'A-'""]","["" 'DES131'""]","["" 'A'""]","[""'DES121'""]","[""'A'""]",,,,
134,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B'""]","["" 'PHY102'""]","["" 'C'""]","[""'ECO101'""]","[""'C'""]","["" 'ECO102'""]","["" 'A-'""]","["" 'PHY207'""]","["" 'B'""]","[""'CED308'"", "" 'OHM401'""]","[""'B'"", "" 'B'""]",,,,
135,School of Engineering,ECE,2015,[],[],[],[],"["" 'CSD205'""]","["" 'C'""]",[],[],"[""'OHM401'""]","[""'A-'""]",,,,,,
136,School of Natural Sciences,BIO,2015,[],[],"[""'CHY211'""]","[""'B'""]","[""'CHY213'""]","[""'A-'""]","["" 'CHY221'""]","["" 'B'""]","["" 'CHY352'""]","["" 'A-'""]",,,,,,
137,School of Engineering,ECE,2015,[],[],[],[],"["" 'ECO101'""]","["" 'C'""]","[""'ECO102'""]","[""'B'""]","["" 'ECO203'""]","["" 'B'""]","[""'ECO221'"", "" 'ECO375'""]","[""'A'"", "" 'B-'""]",,,,
138,School of Engineering,CSD,2015,"[""'EED102'""]","[""'B'""]",[],[],"["" 'MAT260'""]","["" 'A-'""]","["" 'MAT442'""]","["" 'B'""]",[],[],"[""'MAT434'"", "" 'OHM401'""]","[""'A'"", "" 'A'""]",,,,
139,School of Engineering,EED,2015,[],[],[],[],[],[],"["" 'ISM101'""]","["" 'B-'""]",[],[],"[""'OHM401'"", "" 'DOM401'"", "" 'MKT201'""]","[""'A-'"", "" 'B'"", "" 'C'""]",,,,
140,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C-'""]","[""'PHY102'""]","[""'B'""]","[""'MAT201'"", "" 'OHM103'""]","[""'A'"", "" 'B'""]","[""'ENG216'"", "" 'ENG104'"", "" 'EED301'""]","[""'B-'"", "" 'B-'"", "" 'B-'""]","[""'EED206'"", "" 'MAT160'""]","[""'B-'"", "" 'B'""]","[""'ECO101'"", "" 'EED203'"", "" 'OHM401'""]","[""'A-'"", "" 'B-'"", "" 'B'""]",,,,
141,School of Engineering,EED,2015,[],[],[],[],"["" 'MAT386'""]","["" 'A-'""]","[""'MAT431'""]","[""'A'""]","[""'ECO101'""]","[""'A-'""]","[""'ECO102'"", "" 'MAT434'""]","[""'A-'"", "" 'A'""]",,,,
142,School of Engineering,CSD,2015,[],[],[],[],[],[],"["" 'HIS104'"", "" 'OHM203'""]","["" 'A'"", "" 'A-'""]","["" 'IRG206'"", "" 'MAT160'""]","["" 'B'"", "" 'B'""]","["" 'DOM401'""]","["" 'A-'""]",,,,
143,School of Engineering,EED,2015,[],[],[],[],"["" 'CSD207'""]","["" 'B'""]","["" 'MAT386'""]","["" 'A-'""]","[""'MAT160'"", "" 'MAT442'""]","[""'B'"", "" 'B-'""]","[""'MAT434'""]","[""'A'""]",,,,
144,School of Engineering,EED,2015,[],[],[],[],"["" 'ECO101'""]","["" 'C'""]","[""'ECO102'""]","[""'A-'""]","["" 'ECO354'""]","["" 'B-'""]","[""'ECO221'"", "" 'CED308'""]","[""'A-'"", "" 'A-'""]",,,,
145,School of Engineering,CSD,2015,[],[],[],[],[],[],"[""'HIS104'""]","[""'A'""]","["" 'IRG208'"", "" 'ARC201'"", "" 'IRG106'""]","["" 'B'"", "" 'A-'"", "" 'A-'""]","[""'IRG202'"", "" 'HIS103'""]","[""'C-'"", "" 'B'""]",,,,
146,School of Engineering,ECE,2015,[],[],[],[],"[""'CSD207'""]","[""'C'""]",[],[],"[""'CED206'""]","[""'B'""]","["" 'OHM401'"", "" 'MAT386'""]","["" 'B-'"", "" 'B'""]",,,,
147,School of Engineering,MED,2015,"[""'MAT201'""]","[""'C'""]","[""'PHY102'""]","[""'B-'""]","["" 'CED304'""]","["" 'B'""]","["" 'CED315'"", "" 'CED308'""]","["" 'B-'"", "" 'B-'""]","["" 'PHY207'""]","["" 'B-'""]","[""'HIS209'"", "" 'MAT230'""]","[""'B-'"", "" 'B-'""]",,,,
148,School of Humanities & Soc Sci,ECO,2015,[],[],[],[],[],[],"["" 'SOC211'""]","["" 'C'""]","["" 'ENG341'""]","["" 'D'""]","["" 'CSD101'"", "" 'ENG344'"", "" 'MEC401'""]","["" 'C'"", "" 'F'"", "" 'F'""]",,,,
149,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B-'""]","["" 'PHY102'""]","["" 'B'""]","["" 'PHY207'""]","["" 'B-'""]","[""'PHY202'"", "" 'PHY208'""]","[""'F'"", "" 'B'""]","["" 'PHY201'"", "" 'OHM401'""]","["" 'B'"", "" 'B-'""]","["" 'CED308'""]","["" 'B-'""]",,,,
150,School of Engineering,EED,2015,[],[],[],[],[],[],"["" 'CHY316'""]","["" 'B'""]",[],[],"[""'MAT160'"", "" 'MAT434'""]","[""'B-'"", "" 'A'""]",,,,
151,School of Engineering,ECE,2015,"["" 'HIS202'""]","["" 'B-'""]","[""'ADP214'""]","[""'B'""]","["" 'ADP310'"", "" 'MKT202'""]","["" 'A-'"", "" 'B'""]","["" 'COM199'""]","["" 'B'""]",,,,,,,,
152,School of Engineering,MED,2015,"[""'MAT201'""]","[""'A'""]","["" 'PHY102'""]","["" 'A-'""]","[""'CSD201'""]","[""'B'""]","[""'ENG112'""]","[""'A-'""]","[""'ECO101'""]","[""'C-'""]","["" 'ECO102'""]","["" 'A-'""]",,,,
153,School of Natural Sciences,PHY,2015,[],[],[],[],"["" 'MAT260'""]","["" 'B-'""]","[""'MAT284'""]","[""'C'""]","[""'MAT442'"", "" 'MAT220'""]","[""'D'"", "" 'D'""]",[],[],,,,
154,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C'""]","[""'PHY102'""]","[""'B-'""]","[""'MAT201'""]","[""'A'""]","[""'DES101'""]","[""'A-'""]","["" 'DES111'""]","["" 'A-'""]","["" 'DES131'""]","["" 'A'""]","["" 'DES121'""]","["" 'A-'""]",,
155,School of Engineering,CSD,2015,[],[],[],[],[],[],[],[],"[""'CED206'"", "" 'OHM401'"", "" 'MAT386'""]","[""'A'"", "" 'A-'"", "" 'A-'""]","[""'CED203'""]","[""'A-'""]",,,,
156,School of Engineering,MED,2015,"[""'MAT201'""]","[""'C-'""]","["" 'PHY102'""]","["" 'B'""]","["" 'SOC113'""]","["" 'C'""]","["" 'ISM101'""]","["" 'B'""]","[""'OHM401'""]","[""'B'""]","[""'ECO101'"", "" 'DOM401'""]","[""'B-'"", "" 'A-'""]",,,,
157,School of Engineering,ECE,2015,[],[],[],[],"[""'MAT386'""]","[""'A'""]","[""'MAT431'""]","[""'A'""]","["" 'MAT160'""]","["" 'B'""]","[""'MAT434'""]","[""'A'""]",,,,
158,School of Engineering,EED,2015,[],[],[],[],[],[],"["" 'IRG101'""]","["" 'B-'""]","["" 'IRG206'""]","["" 'B'""]","["" 'MAT160'"", "" 'IRG203'""]","["" 'D'"", "" 'C'""]",,,,
159,School of Engineering,ECE,2015,[],[],[],[],[],[],"["" 'MAT386'""]","["" 'B'""]","["" 'CED405'""]","["" 'A-'""]","[""'OHM401'"", "" 'CED308'""]","[""'B'"", "" 'A-'""]",,,,
160,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B-'""]","["" 'PHY102'""]","["" 'A-'""]","[""'SOC113'""]","[""'C'""]","[""'SOC114'""]","[""'B'""]","[""'SOC217'"", "" 'SOC201'""]","[""'A-'"", "" 'F'""]","["" 'IRG202'"", "" 'IRG204'"", "" 'OHM401'""]","["" 'B'"", "" 'A'"", "" 'A-'""]",,,,
161,School of Engineering,EED,2015,[],[],[],[],"["" 'ECO101'""]","["" 'B-'""]","["" 'ECO102'""]","["" 'A'""]","["" 'ECO203'""]","["" 'B'""]","[""'ECO375'"", "" 'ECO221'""]","[""'B-'"", "" 'B-'""]",,,,
162,School of Engineering,CSD,2015,[],[],[],[],"[""'STM302'""]","[""'A-'""]","[""'OHM203'"", "" 'MEC102'""]","[""'B'"", "" 'A-'""]","["" 'OHM401'"", "" 'FAC203'""]","["" 'A'"", "" 'A'""]","["" 'DOM401'""]","["" 'A-'""]",,,,
163,School of Engineering,CSD,2015,[],[],[],[],"[""'ECO101'""]","[""'C'""]","[""'ECO102'""]","[""'A'""]","[""'ECO203'"", "" 'ECO301'""]","[""'B'"", "" 'B'""]","[""'ECO221'""]","[""'A'""]",,,,
164,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C-'""]","["" 'PHY102'""]","["" 'D'""]","[""'DES101'""]","[""'B'""]","[""'DES111'""]","[""'B-'""]","[""'DES131'""]","[""'A-'""]","[""'DES121'""]","[""'A-'""]",,,,
165,School of Engineering,ECE,2015,[],[],[],[],"["" 'ECO101'""]","["" 'C'""]","["" 'ECO102'""]","["" 'A-'""]","[""'ECO203'""]","[""'A-'""]","[""'ECO221'"", "" 'ECO375'""]","[""'A'"", "" 'B'""]",,,,
166,School of Engineering,ECE,2015,[],[],[],[],"[""'CED206'"", "" 'CED405'""]","[""'A-'"", "" 'A-'""]","[""'OHM401'"", "" 'CED308'""]","[""'A-'"", "" 'B'""]",,,,,,,,
167,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B'""]","[""'PHY102'""]","[""'B'""]","["" 'DES101'""]","["" 'A-'""]","["" 'DES111'""]","["" 'A-'""]","["" 'DES131'""]","["" 'A'""]","["" 'DES121'""]","["" 'A-'""]",,,,
168,School of Engineering,MED,2015,"[""'MAT201'""]","[""'D'""]","["" 'PHY102'""]","["" 'B'""]","[""'EED206'"", "" 'MAT201'""]","[""'A-'"", "" 'B'""]","["" 'EED308'"", "" 'EED301'""]","["" 'B'"", "" 'B-'""]","[""'CHD213'""]","[""'C'""]","["" 'ECO101'"", "" 'EED203'""]","["" 'B-'"", "" 'B'""]",,,,
169,School of Humanities & Soc Sci,ECO,2015,[],[],"["" 'STM203'""]","["" 'A'""]","["" 'FAC201'""]","["" 'A-'""]","["" 'ISM101'"", "" 'MAT110'""]","["" 'B'"", "" 'B'""]","["" 'OHM402'"", "" 'OHM401'""]","["" 'A'"", "" 'A'""]","[""'MAT283'""]","[""'A-'""]",,,,
170,School of Engineering,ECE,2015,[],[],[],[],"["" 'ECO101'""]","["" 'C'""]","["" 'ECO102'""]","["" 'A-'""]","["" 'CED206'""]","["" 'B'""]","["" 'MAT160'""]","["" 'C'""]",,,,
171,School of Engineering,ECE,2015,[],[],[],[],"["" 'CSD207'""]","["" 'A-'""]",[],[],"["" 'CED206'""]","["" 'B-'""]","[""'MEC102'"", "" 'OHM401'""]","[""'B'"", "" 'B-'""]",,,,
172,School of Natural Sciences,MAT,2015,"["" 'ENG104'""]","["" 'B-'""]","[""'ENG425'"", "" 'HIS208'""]","[""'A-'"", "" 'A'""]",[],[],"["" 'ENG215'""]","["" 'A'""]","["" 'HIS308'"", "" 'IRG106'""]","["" 'A'"", "" 'A-'""]",[],[],,,,
173,School of Engineering,CSD,2015,[],[],[],[],"[""'ECO101'""]","[""'C'""]","["" 'MAT430'""]","["" 'B'""]","["" 'MAT386'"", "" 'MKT202'""]","["" 'A'"", "" 'A'""]",[],[],,,,
174,School of Humanities & Soc Sci,ENG,2015,[],[],[],[],"["" 'SOC101'""]","["" 'B'""]","["" 'SOC303'""]","["" 'A'""]","[""'SOC201'"", "" 'SOC317'"", "" 'SOC204'""]","[""'A-'"", "" 'A-'"", "" 'A-'""]","["" 'SOC203'"", "" 'SOC412'""]","["" 'A-'"", "" 'B-'""]",,,,
175,School of Engineering,MED,2015,"[""'MAT201'""]","[""'C'""]","[""'PHY102'""]","[""'B-'""]","["" 'DES101'""]","["" 'B'""]","[""'DES111'""]","[""'B'""]","["" 'DES131'""]","["" 'A-'""]","[""'DES121'""]","[""'A-'""]",,,,
176,School of Engineering,ECE,2015,[],[],[],[],"["" 'COM199'""]","["" 'A-'""]","["" 'COM193'""]","["" 'A-'""]","["" 'CED206'""]","["" 'A-'""]","[""'COM197'""]","[""'A-'""]",,,,
177,School of Engineering,ECE,2015,[],[],"[""'STM101'""]","[""'B-'""]","["" 'OHM103'"", "" 'STM302'""]","["" 'A-'"", "" 'A-'""]","[""'MEC102'""]","[""'B'""]","["" 'OHM401'"", "" 'FAC203'""]","["" 'B'"", "" 'B-'""]","[""'ISM101'""]","[""'B'""]",,,,
178,School of Humanities & Soc Sci,ENG,2015,[],[],[],[],"[""'SOC312'"", "" 'SOC101'""]","[""'A-'"", "" 'A-'""]","["" 'SOC220'""]","["" 'A-'""]","["" 'SOC204'"", "" 'SOC317'""]","["" 'B'"", "" 'C'""]","["" 'SOC221'"", "" 'IRG202'"", "" 'SOC203'""]","["" 'B'"", "" 'B'"", "" 'A-'""]",,,,
179,School of Engineering,EED,2015,[],[],[],[],"["" 'PHY207'""]","["" 'A'""]","["" 'PHY202'"", "" 'PHY208'""]","["" 'B-'"", "" 'A-'""]","["" 'PHY201'""]","["" 'A-'""]","[""'PHY302'""]","[""'B'""]",,,,
180,School of Natural Sciences,PHY,2015,[],[],[],[],"[""'SOC114'"", "" 'MAT260'""]","[""'B'"", "" 'D'""]","["" 'ENG316'""]","["" 'A-'""]","[""'HIS203'""]","[""'A-'""]","["" 'HIS209'""]","["" 'A-'""]",,,,
181,School of Engineering,CSD,2015,[],[],[],[],"["" 'MAT260'""]","["" 'B'""]","[""'BDA690'"", "" 'BDA650'""]","[""'A-'"", "" 'A'""]","["" 'MAT442'"", "" 'BDA655'""]","["" 'A'"", "" 'A'""]",[],[],,,,
182,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C'""]","[""'PHY102'""]","[""'B-'""]","[""'MAT201'""]","[""'A'""]","[""'ECO101'""]","[""'C'""]","["" 'ECO102'""]","["" 'A-'""]","["" 'PHY207'""]","["" 'B'""]","["" 'ECO221'"", "" 'CED308'""]","["" 'B-'"", "" 'B-'""]",,
183,School of Humanities & Soc Sci,SOC,2015,[],[],"["" 'ENG425'"", "" 'HIS104'""]","["" 'A'"", "" 'A'""]","["" 'ENG235'""]","["" 'A-'""]","["" 'HIS208'""]","["" 'A'""]","["" 'IRG106'"", "" 'ENG240'""]","["" 'A'"", "" 'A'""]","[""'HIS209'"", "" 'ENG244'""]","[""'A'"", "" 'A-'""]",,,,
184,School of Humanities & Soc Sci,SOC,2015,[],[],"["" 'ART101'"", "" 'ENG216'""]","["" 'A'"", "" 'A'""]","["" 'ENG210'""]","["" 'A'""]","["" 'MKT201'""]","["" 'C-'""]",,,,,,,,
185,School of Humanities & Soc Sci,ENG,2015,[],[],[],[],"[""'COM199'"", "" 'COM198'""]","[""'A-'"", "" 'A-'""]","[""'COM197'"", "" 'ADP100'""]","[""'B'"", "" 'A'""]",[],[],[],[],,,,
186,School of Engineering,CHD,2015,[],[],[],[],"[""'ECO101'""]","[""'C-'""]","[""'ECO102'""]","[""'A-'""]","["" 'CED206'"", "" 'ADP112'""]","["" 'B-'"", "" 'B-'""]",[],[],,,,
187,School of Engineering,MED,2015,"[""'MAT201'""]","[""'C'""]","["" 'PHY102'""]","["" 'C-'""]","[""'ECO101'""]","[""'C'""]","["" 'ECO102'""]","["" 'A-'""]","[""'ECO301'""]","[""'B-'""]","["" 'ECO327'"", "" 'ECO221'""]","["" 'A'"", "" 'B-'""]",,,,
188,School of Humanities & Soc Sci,ENG,2015,[],[],"["" 'SOC202'"", "" 'SOC211'""]","["" 'F'"", "" 'B-'""]","[""'HIS204'""]","[""'C-'""]","["" 'SOC412'""]","["" 'F'""]",,,,,,,,
189,School of Engineering,CSD,2015,[],[],[],[],"[""'MAT260'""]","[""'B-'""]",[],[],"["" 'MAT442'""]","["" 'A-'""]","[""'HIS104'"", "" 'HIS103'""]","[""'A-'"", "" 'A-'""]",,,,
190,School of Humanities & Soc Sci,ECO,2015,[],[],[],[],[],[],"[""'IRG101'""]","[""'B-'""]","[""'ADP310'"", "" 'OHM401'"", "" 'ADP112'""]","[""'A-'"", "" 'B-'"", "" 'A-'""]","["" 'CSD101'""]","["" 'B-'""]",,,,
191,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'C-'""]","[""'PHY102'""]","[""'D'""]",[],[],"["" 'MAT431'""]","["" 'C'""]","["" 'PHY207'""]","["" 'B-'""]","["" 'MAT386'"", "" 'OHM401'""]","["" 'C-'"", "" 'B'""]",,,,
192,School of Humanities & Soc Sci,SOC,2015,[],[],"["" 'HIS104'"", "" 'ART101'""]","["" 'B'"", "" 'B'""]","["" 'BIO202'"", "" 'BIO204'""]","["" 'C'"", "" 'B-'""]",[],[],,,,,,,,
193,School of Engineering,EED,2015,"["" 'ECO101'""]","["" 'C'""]","["" 'ECO102'""]","["" 'A'""]","["" 'ECO354'""]","["" 'B-'""]","[""'CED308'"", "" 'ECO221'""]","[""'B-'"", "" 'B'""]",,,,,,,,
194,School of Engineering,MED,2015,"["" 'MAT201'""]","["" 'B'""]","["" 'PHY102'""]","["" 'B-'""]","[""'CSD201'""]","[""'B'""]","[""'MAT431'"", "" 'OHM203'""]","[""'C-'"", "" 'B-'""]","[""'EED206'""]","[""'C'""]","["" 'MAT230'"", "" 'COM199'""]","["" 'B-'"", "" 'A-'""]",,,,
195,School of Engineering,EED,2015,[],[],[],[],[],[],"["" 'MED101'""]","["" 'B'""]","["" 'FAC203'"", "" 'CED206'""]","["" 'B'"", "" 'B'""]","[""'MKT201'"", "" 'MGT102'"", "" 'MEC102'""]","[""'C'"", "" 'A-'"", "" 'B'""]",,,,
196,School of Engineering,CSD,2015,[],[],[],[],[],[],"[""'OHM203'"", "" 'ISM101'""]","[""'A-'"", "" 'B'""]","["" 'OHM401'"", "" 'FAC203'"", "" 'MKT202'""]","["" 'B'"", "" 'B-'"", "" 'A'""]","[""'MGT102'"", "" 'MEC102'""]","[""'B'"", "" 'B'""]",,,,
197,School of Engineering,ECE,2015,[],[],[],[],"[""'ECO101'""]","[""'C'""]","[""'ECO102'""]","[""'A-'""]","["" 'IRG206'""]","["" 'A-'""]","["" 'MAT434'"", "" 'IRG203'""]","["" 'A-'"", "" 'C'""]",,,,
